"cell_id","scenario_id","scenario_order","scenario_label","short_label","purpose","in_main_text","n","h","is_null","reps","alpha","atom","seed","effect_text","pi0","pi1","expected_combined_delta","empirical_combined_delta","empirical_combined_delta_sd","completed_at"
84,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,200,0,TRUE,10000,0.05,0,20260499,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.000$",0.5,0.5,0,0.0019464855512602,0.166807112897345,"2026-04-17 18:25:00 CEST"
85,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,250,0,TRUE,10000,0.05,0,20260500,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.000$",0.5,0.5,0,0.000907159851687463,0.147033315409067,"2026-04-17 18:27:14 CEST"
86,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,300,0,TRUE,10000,0.05,0,20260501,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.000$",0.5,0.5,0,0.00130639647782482,0.136616133667599,"2026-04-17 18:28:31 CEST"
87,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,350,0,TRUE,10000,0.05,0,20260502,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.000$",0.5,0.5,0,0.000351832654163609,0.124260501816384,"2026-04-17 18:29:46 CEST"
88,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,400,0,TRUE,10000,0.05,0,20260503,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.000$",0.5,0.5,0,0.00103378117761627,0.117230662757394,"2026-04-17 18:31:30 CEST"
89,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,450,0,TRUE,10000,0.05,0,20260504,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.000$",0.5,0.5,0,0.00100775645441768,0.110558901896563,"2026-04-17 18:32:57 CEST"
90,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,500,0,TRUE,10000,0.05,0,20260505,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.000$",0.5,0.5,0,0.00194050374488037,0.105736745859938,"2026-04-17 18:34:40 CEST"
91,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,50,1,FALSE,10000,0.05,0,20260506,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 2.727$",0.5,0.55,0,-0.000131147856568265,0.319285386093593,"2026-04-17 18:23:23 CEST"
92,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,100,1,FALSE,10000,0.05,0,20260507,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 2.727$",0.5,0.55,0,-0.00178071543874255,0.226674943240605,"2026-04-17 18:25:12 CEST"
93,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,150,1,FALSE,10000,0.05,0,20260508,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 2.727$",0.5,0.55,0,0.00242083221913905,0.184718792850534,"2026-04-17 18:26:45 CEST"
94,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,200,1,FALSE,10000,0.05,0,20260509,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 2.727$",0.5,0.55,0,-0.00208274733190933,0.161392048188207,"2026-04-17 18:27:46 CEST"
95,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,250,1,FALSE,10000,0.05,0,20260510,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 2.727$",0.5,0.55,0,-0.000754094031774522,0.143604691962427,"2026-04-17 18:30:02 CEST"
96,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,300,1,FALSE,10000,0.05,0,20260511,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 2.727$",0.5,0.55,0,-0.000719521746717565,0.128870153359078,"2026-04-17 18:31:18 CEST"
97,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,350,1,FALSE,10000,0.05,0,20260512,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 2.727$",0.5,0.55,0,1.44643378228571e-05,0.12120241982272,"2026-04-17 18:33:31 CEST"
98,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,400,1,FALSE,10000,0.05,0,20260513,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 2.727$",0.5,0.55,0,0.00163050699290245,0.113983306931432,"2026-04-17 18:35:23 CEST"
99,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,450,1,FALSE,10000,0.05,0,20260514,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 2.727$",0.5,0.55,0,-0.00150409622829691,0.105809607013276,"2026-04-17 18:36:11 CEST"
100,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,500,1,FALSE,10000,0.05,0,20260515,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 2.727$",0.5,0.55,0,-0.0015327349062325,0.101438460923932,"2026-04-17 18:37:32 CEST"
101,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,50,2,FALSE,10000,0.05,0,20260516,"$\\pi_1 = 0.60$, $E[Y \\mid A = 1, R = 1] = 2.500$",0.5,0.6,0,0.00193474028897062,0.309547288997867,"2026-04-17 18:26:25 CEST"
102,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,100,2,FALSE,10000,0.05,0,20260517,"$\\pi_1 = 0.60$, $E[Y \\mid A = 1, R = 1] = 2.500$",0.5,0.6,0,-0.00144766426535098,0.222357368120628,"2026-04-17 18:28:31 CEST"
103,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,150,2,FALSE,10000,0.05,0,20260518,"$\\pi_1 = 0.60$, $E[Y \\mid A = 1, R = 1] = 2.500$",0.5,0.6,0,-0.00124636834311326,0.181225611883779,"2026-04-17 18:30:16 CEST"
104,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,200,2,FALSE,10000,0.05,0,20260519,"$\\pi_1 = 0.60$, $E[Y \\mid A = 1, R = 1] = 2.500$",0.5,0.6,0,0.00153827342065853,0.157218135866264,"2026-04-17 18:32:00 CEST"
105,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,250,2,FALSE,10000,0.05,0,20260520,"$\\pi_1 = 0.60$, $E[Y \\mid A = 1, R = 1] = 2.500$",0.5,0.6,0,-0.00204943621469906,0.138666727566716,"2026-04-17 18:32:52 CEST"
106,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,300,2,FALSE,10000,0.05,0,20260521,"$\\pi_1 = 0.60$, $E[Y \\mid A = 1, R = 1] = 2.500$",0.5,0.6,0,0.000972151097285312,0.126558295279546,"2026-04-17 18:34:32 CEST"
107,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,350,2,FALSE,10000,0.05,0,20260522,"$\\pi_1 = 0.60$, $E[Y \\mid A = 1, R = 1] = 2.500$",0.5,0.6,0,0.000236504329060806,0.118658818891857,"2026-04-17 18:36:17 CEST"
108,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,400,2,FALSE,10000,0.05,0,20260523,"$\\pi_1 = 0.60$, $E[Y \\mid A = 1, R = 1] = 2.500$",0.5,0.6,0,0.0004353234485004,0.109265804406585,"2026-04-17 18:37:44 CEST"
109,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,450,2,FALSE,10000,0.05,0,20260524,"$\\pi_1 = 0.60$, $E[Y \\mid A = 1, R = 1] = 2.500$",0.5,0.6,0,-0.00233578451497008,0.104005573086469,"2026-04-17 18:39:01 CEST"
110,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,500,2,FALSE,10000,0.05,0,20260525,"$\\pi_1 = 0.60$, $E[Y \\mid A = 1, R = 1] = 2.500$",0.5,0.6,0,-0.000147638175077345,0.0992678855208814,"2026-04-17 18:40:21 CEST"
111,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,50,3,FALSE,10000,0.05,0,20260526,"$\\pi_1 = 0.65$, $E[Y \\mid A = 1, R = 1] = 2.308$",0.5,0.65,0,-0.00335238369645639,0.305718987576523,"2026-04-17 18:28:43 CEST"
112,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,100,3,FALSE,10000,0.05,0,20260527,"$\\pi_1 = 0.65$, $E[Y \\mid A = 1, R = 1] = 2.308$",0.5,0.65,0,-0.00405238468311916,0.215403452757377,"2026-04-17 18:31:13 CEST"
113,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,150,3,FALSE,10000,0.05,0,20260528,"$\\pi_1 = 0.65$, $E[Y \\mid A = 1, R = 1] = 2.308$",0.5,0.65,0,-0.00356506134093619,0.174823651765231,"2026-04-17 18:32:07 CEST"
114,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,200,3,FALSE,10000,0.05,0,20260529,"$\\pi_1 = 0.65$, $E[Y \\mid A = 1, R = 1] = 2.308$",0.5,0.65,0,-0.00278371961851897,0.151487639613045,"2026-04-17 18:34:15 CEST"
115,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,250,3,FALSE,10000,0.05,0,20260530,"$\\pi_1 = 0.65$, $E[Y \\mid A = 1, R = 1] = 2.308$",0.5,0.65,0,0.00153476994511257,0.135703218973163,"2026-04-17 18:36:27 CEST"
116,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,300,3,FALSE,10000,0.05,0,20260531,"$\\pi_1 = 0.65$, $E[Y \\mid A = 1, R = 1] = 2.308$",0.5,0.65,0,-0.00201158409460532,0.123782368398612,"2026-04-17 18:37:37 CEST"
117,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,350,3,FALSE,10000,0.05,0,20260532,"$\\pi_1 = 0.65$, $E[Y \\mid A = 1, R = 1] = 2.308$",0.5,0.65,0,-4.25255370402132e-05,0.113853283048034,"2026-04-17 18:39:13 CEST"
118,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,400,3,FALSE,10000,0.05,0,20260533,"$\\pi_1 = 0.65$, $E[Y \\mid A = 1, R = 1] = 2.308$",0.5,0.65,0,-0.000250515169822097,0.107796909741491,"2026-04-17 18:40:24 CEST"
119,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,450,3,FALSE,10000,0.05,0,20260534,"$\\pi_1 = 0.65$, $E[Y \\mid A = 1, R = 1] = 2.308$",0.5,0.65,0,-0.00119624109256218,0.101766249316759,"2026-04-17 18:42:10 CEST"
120,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,500,3,FALSE,10000,0.05,0,20260535,"$\\pi_1 = 0.65$, $E[Y \\mid A = 1, R = 1] = 2.308$",0.5,0.65,0,0.00223645570739178,0.0959401233255133,"2026-04-17 18:43:26 CEST"
121,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,50,0,TRUE,10000,0.05,0,20260536,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,0.00667827808720088,0.335260245589149,"2026-04-17 18:30:22 CEST"
122,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,100,0,TRUE,10000,0.05,0,20260537,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,0.00248445245341863,0.232650026468499,"2026-04-17 18:31:57 CEST"
123,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,150,0,TRUE,10000,0.05,0,20260538,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,-0.0042843569448144,0.190822289528934,"2026-04-17 18:33:57 CEST"
124,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,200,0,TRUE,10000,0.05,0,20260539,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,-0.000947436692459122,0.166137494449287,"2026-04-17 18:35:08 CEST"
125,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,250,0,TRUE,10000,0.05,0,20260540,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,0.00288493745860297,0.149651372135359,"2026-04-17 18:37:03 CEST"
126,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,300,0,TRUE,10000,0.05,0,20260541,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,0.00066921805922685,0.134963852295947,"2026-04-17 18:38:24 CEST"
127,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,350,0,TRUE,10000,0.05,0,20260542,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,0.00128983861798435,0.124794252398623,"2026-04-17 18:58:08 CEST"
128,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,400,0,TRUE,10000,0.05,0,20260543,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,-7.67506162336687e-06,0.117077038641611,"2026-04-17 18:41:22 CEST"
129,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,450,0,TRUE,10000,0.05,0,20260544,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,0.000492723278179148,0.111472970737785,"2026-04-17 18:42:42 CEST"
130,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,500,0,TRUE,10000,0.05,0,20260545,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,-0.00174056310008602,0.104460181300149,"2026-04-17 18:43:46 CEST"
131,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,50,1,FALSE,10000,0.05,0,20260546,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 3.15$",0.5,0.55,0.2325,0.233350232283973,0.337868754540276,"2026-04-17 18:32:33 CEST"
132,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,100,1,FALSE,10000,0.05,0,20260547,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 3.15$",0.5,0.55,0.2325,0.234907414872173,0.243802582526397,"2026-04-17 18:34:32 CEST"
133,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,150,1,FALSE,10000,0.05,0,20260548,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 3.15$",0.5,0.55,0.2325,0.228716445865664,0.196731609185752,"2026-04-17 18:57:18 CEST"
134,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,200,1,FALSE,10000,0.05,0,20260549,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 3.15$",0.5,0.55,0.2325,0.233530509528163,0.168744568407533,"2026-04-17 18:52:41 CEST"
135,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,250,1,FALSE,10000,0.05,0,20260550,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 3.15$",0.5,0.55,0.2325,0.23350579746062,0.150950995399571,"2026-04-17 18:40:03 CEST"
136,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,300,1,FALSE,10000,0.05,0,20260551,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 3.15$",0.5,0.55,0.2325,0.233431468847076,0.136612549791436,"2026-04-17 18:41:05 CEST"
137,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,350,1,FALSE,10000,0.05,0,20260552,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 3.15$",0.5,0.55,0.2325,0.232218386566833,0.128676417063584,"2026-04-17 19:03:25 CEST"
138,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,400,1,FALSE,10000,0.05,0,20260553,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 3.15$",0.5,0.55,0.2325,0.232986846589448,0.1200056824178,"2026-04-17 18:45:34 CEST"
139,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,450,1,FALSE,10000,0.05,0,20260554,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 3.15$",0.5,0.55,0.2325,0.231718369845192,0.11387617166574,"2026-04-17 18:46:52 CEST"
140,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,500,1,FALSE,10000,0.05,0,20260555,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 3.15$",0.5,0.55,0.2325,0.23279040727114,0.108166912819729,"2026-04-17 19:02:02 CEST"
141,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,50,2,FALSE,10000,0.05,0,20260556,"$\\pi_1 = 0.60$, $E[Y \\mid A = 1, R = 1] = 3.30$",0.5,0.6,0.48,0.479274054015563,0.346026233258957,"2026-04-17 18:50:42 CEST"
142,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,100,2,FALSE,10000,0.05,0,20260557,"$\\pi_1 = 0.60$, $E[Y \\mid A = 1, R = 1] = 3.30$",0.5,0.6,0.48,0.485242453153355,0.239776088098635,"2026-04-17 18:55:41 CEST"
143,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,150,2,FALSE,10000,0.05,0,20260558,"$\\pi_1 = 0.60$, $E[Y \\mid A = 1, R = 1] = 3.30$",0.5,0.6,0.48,0.478801180651169,0.198945437823288,"2026-04-17 19:03:36 CEST"
144,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,200,2,FALSE,10000,0.05,0,20260559,"$\\pi_1 = 0.60$, $E[Y \\mid A = 1, R = 1] = 3.30$",0.5,0.6,0.48,0.477001064528971,0.173748514846467,"2026-04-17 18:42:57 CEST"
145,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,250,2,FALSE,10000,0.05,0,20260560,"$\\pi_1 = 0.60$, $E[Y \\mid A = 1, R = 1] = 3.30$",0.5,0.6,0.48,0.480981475575467,0.155062486896612,"2026-04-17 18:44:18 CEST"
146,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,300,2,FALSE,10000,0.05,0,20260561,"$\\pi_1 = 0.60$, $E[Y \\mid A = 1, R = 1] = 3.30$",0.5,0.6,0.48,0.48081994238998,0.139219405084401,"2026-04-17 19:08:21 CEST"
147,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,350,2,FALSE,10000,0.05,0,20260562,"$\\pi_1 = 0.60$, $E[Y \\mid A = 1, R = 1] = 3.30$",0.5,0.6,0.48,0.47949281777094,0.130016830290597,"2026-04-17 19:00:22 CEST"
148,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,400,2,FALSE,10000,0.05,0,20260563,"$\\pi_1 = 0.60$, $E[Y \\mid A = 1, R = 1] = 3.30$",0.5,0.6,0.48,0.479055166934061,0.120943570243566,"2026-04-17 19:07:38 CEST"
149,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,450,2,FALSE,10000,0.05,0,20260564,"$\\pi_1 = 0.60$, $E[Y \\mid A = 1, R = 1] = 3.30$",0.5,0.6,0.48,0.480994641131736,0.114998037816611,"2026-04-17 19:14:06 CEST"
150,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,500,2,FALSE,10000,0.05,0,20260565,"$\\pi_1 = 0.60$, $E[Y \\mid A = 1, R = 1] = 3.30$",0.5,0.6,0.48,0.480800687774955,0.110512935801606,"2026-04-17 19:16:00 CEST"
151,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,50,3,FALSE,10000,0.05,0,20260566,"$\\pi_1 = 0.65$, $E[Y \\mid A = 1, R = 1] = 3.45$",0.5,0.65,0.7425,0.748936915778431,0.34893512098513,"2026-04-17 18:59:30 CEST"
152,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,100,3,FALSE,10000,0.05,0,20260567,"$\\pi_1 = 0.65$, $E[Y \\mid A = 1, R = 1] = 3.45$",0.5,0.65,0.7425,0.746581306908156,0.245948965653202,"2026-04-17 19:04:04 CEST"
153,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,150,3,FALSE,10000,0.05,0,20260568,"$\\pi_1 = 0.65$, $E[Y \\mid A = 1, R = 1] = 3.45$",0.5,0.65,0.7425,0.742901179212271,0.201376669825938,"2026-04-17 18:52:52 CEST"
154,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,200,3,FALSE,10000,0.05,0,20260569,"$\\pi_1 = 0.65$, $E[Y \\mid A = 1, R = 1] = 3.45$",0.5,0.65,0.7425,0.740277953379464,0.172995566120549,"2026-04-17 19:06:33 CEST"
155,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,250,3,FALSE,10000,0.05,0,20260570,"$\\pi_1 = 0.65$, $E[Y \\mid A = 1, R = 1] = 3.45$",0.5,0.65,0.7425,0.742775386526929,0.156639465891263,"2026-04-17 18:57:19 CEST"
156,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,300,3,FALSE,10000,0.05,0,20260571,"$\\pi_1 = 0.65$, $E[Y \\mid A = 1, R = 1] = 3.45$",0.5,0.65,0.7425,0.744084111665546,0.142546979163945,"2026-04-17 19:21:24 CEST"
157,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,350,3,FALSE,10000,0.05,0,20260572,"$\\pi_1 = 0.65$, $E[Y \\mid A = 1, R = 1] = 3.45$",0.5,0.65,0.7425,0.742677800197364,0.132570010906493,"2026-04-17 19:00:54 CEST"
